BBName1,City,State,Qty1,Value,Products,Brand,Supplier,Employee,Category
KD Hospital ,Amritsar,Punjab,50,7000,350 D SAGM,Polymed,Relance Enterprises Jalandhar  ,mangalesh.thakur@mipl.in,OTHERS
KD Medical College Hospital Research Centre Blood Bank,Mathura,Uttar Pradesh,100,5400,350 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
KD Medical College Hospital Research Centre Blood Bank,Mathura,Uttar Pradesh,100,5400,100 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
KD Medical College Hospital Research Centre Blood Bank,Mathura,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
KD Medical College Hospital Research Centre Blood Bank,Mathura,Uttar Pradesh,150,21000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
KGMU ,Lucknow ,Uttar Pradesh,204,163200,350 Q SAGM ILF TAT (TIB),Mipl,Yashica Enterprises,digember.singh@mipl.in,ILF&LSF
KGMU ,Lucknow ,Uttar Pradesh,5000,1200000,350 Q SAGM TAB PDS NPD,Mipl,Yashica Enterprises,digember.singh@mipl.in,OTHERS
KGovindaswamy Naidu Medical Trust Blood bank KG hospital,Coimbatore,Tamil Nadu,200,28000,350 D SAGM,TerumoPenpal,Alpic diagnostic,sudhir.kumar@mipl.in,OTHERS
KGovindaswamy Naidu Medical Trust Blood bank KG hospital,Coimbatore,Tamil Nadu,300,80400,450 Q SAGM TAB PDS NPD,TerumoPenpal,Alpic diagnostic,sudhir.kumar@mipl.in,OTHERS
KIMS Hospital Blood Bank,Bengaluru,Karnataka,150,23662.5,450 T CPDA,HLL,Others,mohammed.asif@mipl.in,OTHERS
KIMS Hospital Blood Bank,Bengaluru,Karnataka,200,20900,450 D CPDA,HLL,Others,mohammed.asif@mipl.in,OTHERS
"KIMS Hospital Blood Bank, Kondapur",Hyderabad,Telangana,200,53600,450 Q SAGM TAB PDS NPD,Fresenius,Others,sinderaviteja@mipl.in,OTHERS
"KIMS Hospital Blood Bank, Ongole",Ongole,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"KIMS Hospital Blood Bank, Ongole",Ongole,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"KIMS Hospital Blood Bank, Secunderabad",Hyderabad,Telangana,40,36000,450 Q SAGM TAB ILF,TerumoPenpal,Others,sinderaviteja@mipl.in,ILF&LSF
"KIMS Hospital Blood Bank, Secunderabad",Hyderabad,Telangana,20,12000,500 LSF RBC,TerumoPenpal,Others,sinderaviteja@mipl.in,ILF&LSF
"KIMS Hospital Blood Bank, Secunderabad",Hyderabad,Telangana,200,53600,450 Q SAGM TAB PDS NPD,Fresenius,Others,sinderaviteja@mipl.in,OTHERS
"KIMS Sunshine Hospital Blood Centre, Secunderabad",Hyderabad,Telangana,50,8650,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"KIMS Sunshine Hospital Blood Centre, Secunderabad",Hyderabad,Telangana,20,18000,450 Q SAGM TAB ILF,TerumoPenpal,Others,sinderaviteja@mipl.in,ILF&LSF
"KIMS Sunshine Hospital Blood Centre, Secunderabad",Hyderabad,Telangana,100,26800,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
KM Memorial Hospital Research Center Blood Bank,Bokaro,Jharkhand,200,10800,350 SB CPDA,Mipl,PRIDE HEALTHCARE SERVICES,vikram.barik@mipl.in,OTHERS
KMC Digital hospital ,Maharajganj ,Uttar Pradesh,120,20760,350 T SAGM ,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
KMC Digital hospital ,Maharajganj ,Uttar Pradesh,250,35000,350 D SAGM,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
KMC University Medical Centre Blood Bank,Mangalore,Karnataka,10,6000,500 LSF RBC,TerumoPenpal,Others,mohammed.asif@mipl.in,ILF&LSF
KMC University Medical Centre Blood Bank,Mangalore,Karnataka,245,42385,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
KMC University Medical Centre Blood Bank,Mangalore,Karnataka,275,38500,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
KPC Medical College and Hospital Blood Bank,Kolkata,West Bengal,100,17300,350 T SAGM ,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Kai Wamanrao Oka Raktapedhi,Thane,Maharashtra,50,8650,450 T SAGM,HLL,Pankaj Enterprises,sameer.balwant@mipl.in,OTHERS
Kai Wamanrao Oka Raktapedhi,Thane,Maharashtra,50,8650,350 T SAGM ,HLL,Pankaj Enterprises,sameer.balwant@mipl.in,OTHERS
Kai Wamanrao Oka Raktapedhi,Thane,Maharashtra,100,14000,450 D SAGM,HLL,Pankaj Enterprises,sameer.balwant@mipl.in,OTHERS
Kai Wamanrao Oka Raktapedhi,Thane,Maharashtra,150,21000,350 D SAGM,HLL,Pankaj Enterprises,sameer.balwant@mipl.in,OTHERS
Kailadevi Charitable Blood Bank,Hathrash,Uttar Pradesh,50,8650,450 T SAGM,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Kailadevi Charitable Blood Bank,Hathrash,Uttar Pradesh,100,14000,450 D SAGM,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Kailadevi Charitable Blood Bank,Hathrash,Uttar Pradesh,100,5400,100 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailadevi Charitable Blood Bank,Hathrash,Uttar Pradesh,100,5400,350 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailadevi Charitable Blood Bank,Hathrash,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailadevi Charitable Blood Bank,Hathrash,Uttar Pradesh,200,28000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailash Hospital,Dehradun,Uttarakhand,100,5400,100 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Kailash Hospital,Dehradun,Uttarakhand,100,17300,450 T SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Kailash Hospital,Dehradun,Uttarakhand,200,28000,450 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Kailash Hospital ,Khurja,Uttar Pradesh,100,5400,350 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailash Hospital ,Khurja,Uttar Pradesh,100,5300,300 TR,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailash Hospital ,Khurja,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailash Hospital ,Khurja,Uttar Pradesh,200,28000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kailash Hospital and Heart Institute,Gautam buddha nagar,Delhi NCR,250,225000,450 Q SAGM TAB ILF,Fresenius,Vinay Brothers ,akram@mipl.in,ILF&LSF
Kailash Hospital and Heart Institute,Gautam buddha nagar,Delhi NCR,100,5400,350 SB CPDA,Mipl,UNIVERSAL HEALTH CARE,akram@mipl.in,OTHERS
Kailashi Super Speciality Hospital,Meerut,Uttar Pradesh,100,17300,450 T SAGM,TerumoPenpal,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Kailashi Super Speciality Hospital,Meerut,Uttar Pradesh,50,2700,350 SB CPDA,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Kailashi Super Speciality Hospital,Meerut,Uttar Pradesh,100,5300,300 TR,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Kailashi Super Speciality Hospital,Meerut,Uttar Pradesh,200,28000,450 D SAGM,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Kakasaheb Chitle Memorial Centre Sanchalit Jankalyan Blood Bank,Mahad,Maharashtra,50,8650,450 T SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Kakasaheb Chitle Memorial Centre Sanchalit Jankalyan Blood Bank,Mahad,Maharashtra,50,8650,350 T SAGM ,Polymed,,sameer.balwant@mipl.in,OTHERS
Kakasaheb Chitle Memorial Centre Sanchalit Jankalyan Blood Bank,Mahad,Maharashtra,50,2700,350 SB CPDA,Polymed,,sameer.balwant@mipl.in,OTHERS
Kakasaheb Chitle Memorial Centre Sanchalit Jankalyan Blood Bank,Mahad,Maharashtra,150,21000,450 D SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Kakasaheb Chitle Memorial Centre Sanchalit Jankalyan Blood Bank,Mahad,Maharashtra,100,14000,350 D SAGM,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Kakatiya Voluntary Blood Centre,Warangal,Telangana,20,3460,450 T SAGM,HLL,Others,sinderaviteja@mipl.in,OTHERS
Kakatiya Voluntary Blood Centre,Warangal,Telangana,100,5400,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Kakatiya Voluntary Blood Centre,Warangal,Telangana,180,18810,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Kakdwip SDH Blood Bank,24 Parganas South,West Bengal,90,4860,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kalavathi Voluntary Blood Centre,Adilabad,Telangana,50,2700,450 SB CPDA,Polymed,Others,sinderaviteja@mipl.in,OTHERS
Kalavathi Voluntary Blood Centre,Adilabad,Telangana,100,14000,350 D SAGM,Polymed,Others,sinderaviteja@mipl.in,OTHERS
Kalimpong Sub Divisional Hospital Blood Bank,Darjeeling,West Bengal,50,2700,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kalindi charitable  blood centre,Lucknow ,Uttar Pradesh,120,20760,350 T SAGM ,Polymed,Others,digember.singh@mipl.in,OTHERS
Kalindi charitable  blood centre,Lucknow ,Uttar Pradesh,200,28000,350 D SAGM,Mipl,ANANYA ENTERPRISES,digember.singh@mipl.in,OTHERS
Kalinga Hospital Limited Blood Bank,Khurda,Odhisa,100,5400,350 SB CPDA,Mipl,SAYONI,vikram.barik@mipl.in,OTHERS
Kalinga Hospital Limited Blood Bank,Khurda,Odhisa,200,34600,450 T SAGM,TerumoPenpal,NA,vikram.barik@mipl.in,OTHERS
Kalinga Institute of Medical Sciences KIMS Blood Bank,Khurda,Odhisa,200,120000,500 LSF RBC,Mipl,SARASWATI ENTERPRISERS,vikram.barik@mipl.in,ILF&LSF
Kalinga Institute of Medical Sciences KIMS Blood Bank,Khurda,Odhisa,1000,173000,450 T SAGM,Mipl,SAYONI,vikram.barik@mipl.in,OTHERS
Kalna Sub Divisional Hospital Blood Bank,Bardhaman,West Bengal,50,2700,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kalpana Chawala Govt medical College Karnal,Karnal,Haryana,40,6920,350 T SAGM ,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Kalpana Chawala Govt medical College Karnal,Karnal,Haryana,150,25950,450 T SAGM,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Kalpana Chawala Govt medical College Karnal,Karnal,Haryana,200,28000,450 D SAGM,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Kalpana Chawala Govt medical College Karnal,Karnal,Haryana,100,14000,350 D SAGM,Mipl,ACE Medical,mangalesh.thakur@mipl.in,OTHERS
Kalra Hospital and Shri Ram Cardiothoracic and Neurosciences Center SRCNC Blood Bank,New Delhi,Delhi NCR,100,17300,450 T SAGM,TerumoPenpal,Equipment Point ,akram@mipl.in,OTHERS
Kalra Hospital and Shri Ram Cardiothoracic and Neurosciences Center SRCNC Blood Bank,New Delhi,Delhi NCR,150,21000,350 D SAGM,TerumoPenpal,Equipment Point ,akram@mipl.in,OTHERS
Kalyan Blood Bank,Mathura,Uttar Pradesh,50,2700,100 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kalyan Blood Bank,Mathura,Uttar Pradesh,100,5400,350 SB CPDA,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kalyan Blood Bank,Mathura,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kalyan Blood Bank,Mathura,Uttar Pradesh,300,42000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Thane,Maharashtra,50,40000,450 Q SAGM ILF TAT (TIB),HLL,Pushpak Pharma,sameer.balwant@mipl.in,ILF&LSF
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Thane,Maharashtra,50,8650,450 T SAGM,Mipl,Litmus India,sameer.balwant@mipl.in,OTHERS
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Thane,Maharashtra,50,8650,350 T SAGM ,Mipl,Litmus India,sameer.balwant@mipl.in,OTHERS
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Thane,Maharashtra,100,14000,450 D SAGM,Mipl,Litmus India,sameer.balwant@mipl.in,OTHERS
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Thane,Maharashtra,200,28000,350 D SAGM,Mipl,Litmus India,sameer.balwant@mipl.in,OTHERS
"Kamineni Hospital Blood Bank, Koti",Hyderabad,Telangana,200,10800,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Kamineni Hospital Blood Bank, Vijayawada",Vijayawada,Andhra Pradesh,40,2160,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Kamineni Hospital Blood Bank, Vijayawada",Vijayawada,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Kamineni Institute Of Medical Sciences Hospital, Nakatpally",Narkatpally,Telangana,200,38400,450 T SAGM PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Kamineni hospital Blood Bank, LB Nagar",Hyderabad,Telangana,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Kamineni hospital Blood Bank, LB Nagar",Hyderabad,Telangana,160,27680,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Kamiya Charitable Blood Centre,Agra,Uttar Pradesh,100,14000,450 D SAGM,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Kamiya Charitable Blood Centre,Agra,Uttar Pradesh,50,8650,450 T SAGM,TerumoPenpal,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Kamiya Charitable Blood Centre,Agra,Uttar Pradesh,100,17300,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kamiya Charitable Blood Centre,Agra,Uttar Pradesh,100,14000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Kamla Nehru Hospital Blood Bank,Shimla,Himachal Pradesh,150,8100,350 SB CPDA,Mipl,Indian Surgical House Mandi HP,mangalesh.thakur@mipl.in,OTHERS
Kamla Nehru Hospital Blood Bank,Shimla,Himachal Pradesh,60,3240,100 SB CPDA,Mipl,Indian Surgical House Mandi HP,mangalesh.thakur@mipl.in,OTHERS
Kanauj Combined District Hospital Blood Bank,Kannauj,Uttar Pradesh,240,41520,350 T SAGM ,Polymed,Others,digember.singh@mipl.in,OTHERS
Kanchan blood Bank,Guna,Madhya Pradesh,100,17300,450 T SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Kanchan blood Bank,Guna,Madhya Pradesh,300,42000,450 D SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Kannauj MC,Kannauj ,Uttar Pradesh,120,20760,350 T SAGM ,Polymed,Others,digember.singh@mipl.in,OTHERS
Kanthak Sevabhavi Sanstha New Life Blood Bank,Parbhani,Maharashtra,50,8650,350 T SAGM ,Polymed,Samarth Medical,sameer.balwant@mipl.in,OTHERS
Kanthak Sevabhavi Sanstha New Life Blood Bank,Parbhani,Maharashtra,150,21000,450 D SAGM,Polymed,Samarth Medical,sameer.balwant@mipl.in,OTHERS
Kanthak Sevabhavi Sanstha New Life Blood Bank,Parbhani,Maharashtra,100,14000,350 D SAGM,Polymed,Samarth Medical,sameer.balwant@mipl.in,OTHERS
Kapisthal Blood Bank ( Life Line Blood Bank Kaithal ),Kaithal,Haryana,20,3460,450 T SAGM,Mipl,HISAR DIAGNOSTIC,mangalesh.thakur@mipl.in,OTHERS
Kapisthal Blood Bank ( Life Line Blood Bank Kaithal ),Kaithal,Haryana,100,14000,450 D SAGM,Mipl,HISAR DIAGNOSTIC,mangalesh.thakur@mipl.in,OTHERS
Kapoorben Vasanji Lathiya Blood Bank Nanavati Hospital,Mumbai,Maharashtra,20,16000,500 LSF PLT,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Kapoorben Vasanji Lathiya Blood Bank Nanavati Hospital,Mumbai,Maharashtra,50,30000,500 LSF RBC,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Kapoorben Vasanji Lathiya Blood Bank Nanavati Hospital,Mumbai,Maharashtra,100,80000,350 Q SAGM ILF TAT (TIB),TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Kapoorben Vasanji Lathiya Blood Bank Nanavati Hospital,Mumbai,Maharashtra,150,135000,450 Q SAGM TAB ILF,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Kapoorben Vasanji Lathiya Blood Bank Nanavati Hospital,Mumbai,Maharashtra,150,39600,350 Q SAGM PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Kapoorben Vasanji Lathiya Blood Bank Nanavati Hospital,Mumbai,Maharashtra,250,67000,450 Q SAGM TAB PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Kapurthala Blood Donor Council Blood bank,Kapurthala,Punjab,40,6920,450 T SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kapurthala Blood Donor Council Blood bank,Kapurthala,Punjab,100,14000,450 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kapurthala Blood Donor Council Blood bank,Kapurthala,Punjab,100,14000,350 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kapurthala Civil Hospital Blood Bank,Kapurthala,Punjab,50,2700,350 SB CPDA,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kapurthala Civil Hospital Blood Bank,Kapurthala,Punjab,100,10450,450 D CPDA,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kapurthala Civil Hospital Blood Bank,Kapurthala,Punjab,60,6270,350 D CPDA,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Kargil District Hospital Kargil Ladakh Kashmir Division Blood Bank,Kargil,Jammu & Kashmir,100,5400,350 SB CPDA,Mipl,SBS Anantnag ,muneer.ahmed@mipl.in,OTHERS
Karimganj Civil Hospital Blood Bank,Karimganj,Assam,200,10800,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Karnataka Hemophilia Society Life Line Blood Bank,Davangere,Karnataka,40,2160,350 SB CPDA,Mipl,JP ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Karnataka Hemophilia Society Life Line Blood Bank,Davangere,Karnataka,80,13840,450 T SAGM,Mipl,JP ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Karnataka Hemophilia Society Life Line Blood Bank,Davangere,Karnataka,137,19180,450 D SAGM,Mipl,JP ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Karnataka blood bank,Bengaluru,Karnataka,20,1080,350 SB CPDA,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Karnataka blood bank,Bengaluru,Karnataka,120,20760,350 T SAGM ,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Karnataka blood bank,Bengaluru,Karnataka,200,28000,350 D SAGM,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Karpagam Hospital Blood Bank,Coimbatore,Tamil Nadu,200,28000,350 D SAGM,TerumoPenpal,Alpic diagnostic,sudhir.kumar@mipl.in,OTHERS
Kashipur Charitable Blood Bnak,Kashipur,Uttarakhand,200,34600,450 T SAGM,Mipl,Infotech Care,jitum.kumar@mipl.in,OTHERS
Kashipur Charitable Blood Bnak,Kashipur,Uttarakhand,200,34600,450 T SAGM,Mipl,Infotech Care,jitum.kumar@mipl.in,OTHERS
Kasturba Gandhi Hospital Blood Bank,Bardhaman,West Bengal,30,1620,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kasturba Hospital BHEL Blood Bank,Bhopal,Madhya Pradesh,100,5400,350 SB CPDA,Polymed,Others,nagendra.singh@mipl.in,OTHERS
Kasturba Hospital BHEL Blood Bank,Bhopal,Madhya Pradesh,200,20900,350 D CPDA,Polymed,Others,nagendra.singh@mipl.in,OTHERS
Kasturba Hospital Blood Bank,New Delhi,Delhi NCR,100,5400,350 SB CPDA,Mipl,DSACS,akram@mipl.in,OTHERS
Kasturba Hospital Blood Bank,New Delhi,Delhi NCR,200,28000,350 D SAGM,Mipl,DSACS,akram@mipl.in,OTHERS
Kasturba Hospital Blood Bank,Udupi,Karnataka,100,26800,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kasturba Hospital Blood Bank,Udupi,Karnataka,250,43250,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kasturba Hospital Blood Bank,Udupi,Karnataka,290,40600,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kathua District Hospital Blood Bank,Kathua,Jammu & Kashmir,100,19200,450 T SAGM PDS NPD,TerumoPenpal,Terumo PP,muneer.ahmed@mipl.in,OTHERS
Katihar Medical College Blood Bank,Katihar,Bihar,40,6920,350 T SAGM ,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Katihar Medical College Blood Bank,Katihar,Bihar,200,10800,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Katiyar blood & component Centre ,Hardoi ,Uttar Pradesh,80,13840,350 T SAGM ,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Katiyar blood & component Centre ,Hardoi ,Uttar Pradesh,160,22400,350 D SAGM,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Katuri Medical College & Hospital Blood Centre,Chilkaluripet,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Kauvery hospital blood bank,Chennai,Tamil Nadu,200,34600,350 T SAGM ,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Kauvery hospital blood bank,Chennai,Tamil Nadu,200,28000,350 D SAGM,TerumoPenpal,SR pharma,sudhir.kumar@mipl.in,OTHERS
Kaveri Voluntary Blood Centre,Nirmal,Telangana,150,15675,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Kavery Blood Bank ,Bengaluru,Karnataka,130,22490,450 T SAGM,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Kavery Blood Bank ,Bengaluru,Karnataka,180,25200,450 D SAGM,Mipl,BETA ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Kavery hospital ,Hosur ,Karnataka,170,29410,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kavery hospital ,Hosur ,Karnataka,190,26600,350 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Kempegowda Medical Service Trust Millennium Blood Bank,Bengaluru,Karnataka,100,17300,450 T SAGM,Mipl,ANJANADRI SURGICALS,mohammed.asif@mipl.in,OTHERS
Kempegowda Medical Service Trust Millennium Blood Bank,Bengaluru,Karnataka,170,23800,450 D SAGM,Mipl,ANJANADRI SURGICALS,mohammed.asif@mipl.in,OTHERS
Keso naratri devi blood center shahbad Kurushetra ,Shahbad ,Haryana,20,3460,450 T SAGM,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
Keso naratri devi blood center shahbad Kurushetra ,Shahbad ,Haryana,200,28000,450 D SAGM,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
Khaja Banda Nawaz Teaching and General Hospital Blood Bank,Kalaburgi,Karnataka,200,34600,350 T SAGM ,Mipl,Others,mohammed.asif@mipl.in,OTHERS
Khaja Banda Nawaz Teaching and General Hospital Blood Bank,Kalaburgi,Karnataka,300,42000,350 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Khanna Civil Hospital Blood Bank,Ludhiana,Punjab,50,5225,450 D CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Khanna Civil Hospital Blood Bank,Ludhiana,Punjab,40,6310,450 T CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Khanna Civil Hospital Blood Bank,Ludhiana,Punjab,100,10450,350 D CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Khanna Hospital khanna ,Khanna,Punjab,20,3460,450 T SAGM,Mipl,Rehsukh Surgicals Ludhiana,mangalesh.thakur@mipl.in,OTHERS
Khanna Hospital khanna ,Khanna,Punjab,100,14000,450 D SAGM,Mipl,Rehsukh Surgicals Ludhiana,mangalesh.thakur@mipl.in,OTHERS
Khanna Hospital khanna ,Khanna,Punjab,50,7000,350 D SAGM,Mipl,Rehsukh Surgicals Ludhiana,mangalesh.thakur@mipl.in,OTHERS
Kharagpur Sub Divsional Hospital Blood Bank,Medinipur West,West Bengal,60,3240,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Kharar Civil Hospital Blood Bank,Mohali,Punjab,20,3155,450 T CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Kharar Civil Hospital Blood Bank,Mohali,Punjab,40,2160,350 SB CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Kharar Civil Hospital Blood Bank,Mohali,Punjab,100,10450,450 D CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Kharar Civil Hospital Blood Bank,Mohali,Punjab,50,5225,350 D CPDA,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Khatra SD Hospital Blood Bank,Bankura,West Bengal,40,2160,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Khowai District Hospital,Khowai,Tripura,50,5225,350 D CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
